ref_code,token,blockchain,source,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,total_dr_usd
-999999,spETH,ethereum,sp,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
-999999,stUSDS,ethereum,stusds,,,,,,,,,,,,,,18189.70775590551,38392.69112774794,34483.229903360334,2567.4988439364956,2940.973591114514,8379.943235092931,3403.747757722058,3088.4834466001053,111446.27566147989
-999999,USDS-CLE,ethereum,farms,1723.6920202524464,9340.458411692249,8895.985037401835,6963.367239195586,6361.5054967709775,4467.28289007443,4218.210859257115,3861.685888545295,3898.7624365131383,3475.118244884933,3432.990434304532,3003.4071595807663,993.1211996278436,1837.3868721759745,2071.6401138393558,3043.555905946383,3577.671967725463,2132.665476014649,1631.1025462245539,1235.529987281137,893.9614049883403,77059.10159229701
-999999,USDS-SKY,ethereum,farms,75116.03443617138,181366.6355993637,148973.66017993915,109451.23108192331,84897.86629267626,27842.189682601907,25897.554620375224,24371.989009874073,23359.284325510216,17346.651770641405,14825.209311820323,13868.566646110778,11976.462017914973,11049.742973151673,9515.9477855527,9891.875621975152,8027.601556603575,4570.906514113384,4471.409977448357,3634.3821006577014,3717.3555294356265,814172.557033861
-999999,USDS-SPK,ethereum,farms,,,,,,,,,,182.2250906234949,25651.738095080127,25559.71265035364,13171.135908265445,4351.436152677302,1463.1243687486553,643.1814057557207,445.268378188312,208.5922308892758,351.4855199287977,397.73319432184815,172.48471755420894,72598.11771238683
0,spUSDC,ethereum,sp,,,,,,,,,,,,,,,,,,,,4.772900470832357e-7,0.000014911404290333575,0.000015388694337416812
0,stUSDS,ethereum,stusds,,,,,,,,,,,,,,36.67546250137466,64.43892638482573,55.30583890452396,0.004870332829624501,0.004434183849103175,0.004937199097313403,0.004801662105313361,0.004991336380264062,156.444262504986
0,sUSDC,arbitrum,susds_susdc,,,,,,,,,,,0.0010372805599828737,0.003364659692958587,0.00001537769459236601,0.0014016901044888715,0.00001549511896085086,0.000016068558612250338,0.000013442145887822702,0.000012179838859553773,0.000013526887505251928,0.0016670788740985264,0.0027582104523308187,0.010315009928277774
0,sUSDC,base,susds_susdc,,,,,,,,,,,0.050315719880015555,0.03350346775567096,0.03139302729884479,0.03558884686803361,0.0331681663542231,0.06186643074019201,0.05449936169050185,0.046510061366236484,0.06617467514697367,0.10981983239118792,0.1308808580879391,0.6537204475798191
0,sUSDC,ethereum,susds_susdc,,,,,,,,,,4629.502004343692,9198.895575852417,15869.134978256468,6073.459399367597,3854.217331758849,2227.2997456141925,44.672975359020434,35.64612998933985,31.826023116368173,34.70003843313544,29.68849686788438,23.592500680122978,42052.63519963908
0,sUSDC,optimism,susds_susdc,,,,,,,,,,,,,,,,,,,,0.00021171893181911285,0.00040384045612426584,0.0006155593879433787
0,sUSDC,unichain,susds_susdc,,,,,,,,,,0.08533575751636206,,,4.3500542443472247e-16,2.5014665343124112e-11,2.898109311459771e-10,3.791236166364753e-10,2.149207574829366e-10,2.019223429330707e-9,3.223778547371472e-10,0.002024783994223182,0.003128495277176706,0.09048904003823365
0,sUSDS,ethereum,susds_susdc,474.5074003822152,8164.17961583328,10401.038998041564,11525.336631591696,32263.42339034536,18255.40741832472,8292.155016715975,7586.5042106982955,7915.770444780208,4693.855075672736,4442.0173863175705,3968.472088222267,3757.215886906587,3550.3125123660493,2687.4761350839744,2823.034588043094,1962.2143074942933,1004.4635239598532,3118.9311782473915,9686.652415387507,14812.280849327826,161385.24907374245
0,USDS-CLE,ethereum,farms,,,,,118.4355573440726,13.692982902488524,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.00042360231015337035,0.0003826085382030442,324.5719582459788,1121.4381124454737,340.38485218245245,1918.5292844790783
0,USDS-SKY,ethereum,farms,4.401314091599466,11.203737004808728,,0.000002462503109503134,3524.6171423948526,3972.354163381988,4539.834965420368,5560.125177195898,5410.969680679668,6411.146737140767,2890.874700574073,1773.4041185570652,3141.946773080427,2492.1769560649745,400.40465450305976,112.58876518670374,93.87074582121544,84.776512549346,4.305060941002724,0.21051423973706793,0.21832827918148145,40429.43004956924
0,USDS-SPK,ethereum,farms,,,,,,,,,,0.00019453477318019495,0.0010618673974356605,0.0010618673974356605,0.0014587430536138566,0.0015699379225244923,0.0015192947637333797,0.0015699379225244923,0.0013089311383739147,0.0011822603830474066,180.5964086193762,179.82666709926752,115.57689776385295,476.0109008572486
1,stUSDS,ethereum,stusds,,,,,,,,,,,,,,5515.85626415047,2822.859095309908,5440.326377182756,1800.553241624933,3037.922469958642,2945.793944362508,3010.9825794125545,3711.5454371763744,28285.839409178145
1,sUSDS,arbitrum,psm3_arbitrum,,,,,,,535.9419288652738,861.2765393717424,644.4863268171069,574.4445073721082,591.7783072205027,477.7524357157012,383.51995380425205,727.0902319084744,1140.0446825728968,2043.3924753398974,1193.0077982823661,1321.9055431934646,1959.3635230356253,2150.9936754525106,2524.2344706520844,17129.232399604007
1,sUSDS,base,psm3_base,,,,0.0003645113459577506,469.172270310338,4723.91913712946,1855.614513791267,1083.4234887484488,835.8668822284601,830.3959151164696,775.1563998714754,584.1816571410623,529.8437473048763,366.33137516523124,441.15151636903175,730.5356576492205,675.0870302695016,548.075487613585,543.7894165299756,451.3867397813676,430.04044721069175,15873.972046741808
1,sUSDS,ethereum,susds_susdc,,,,,25835.258305125182,62295.24076007491,37002.49707285497,32154.28521602227,33695.01579598651,36406.37829452244,37550.64571145953,36694.48773591941,63448.20571542303,82214.12938525208,73772.50607104282,95448.4805957857,79435.66012196198,64674.78291286722,94380.41061425027,91571.17625227796,101000.03902410332,1047579.1995849295
1,sUSDS,optimism,psm3_optimism,,,,,,,,,,0.004615324176179442,2.2821634090717127,1.18910064030647,15.585605399382118,20.763156656956575,39.21358384550321,154.27364645383463,129.0867698981236,111.4513817904673,149.2647407516884,138.60322004494728,140.84132339124517,902.5593076057027
1,sUSDS,unichain,psm3_unichain,,,,,,,,,,0.6158905014723962,5.902570643632143,1.211502249314148,0.8835414079367934,0.8635526814852013,0.10475324264937384,0.10775513406631325,0.5523649185591671,0.5117144341828734,0.5682695572591384,0.55159729300586,0.5717047320518563,12.445216795615265
1,USDS-CLE,ethereum,farms,,,,,46.59510060761274,706.7903577216373,3579.5589954962184,4302.142483796068,5162.989467549458,5320.316723974892,4189.404510499298,4210.4721531340665,2881.1467749746353,6856.119280847898,6485.803069235147,5954.684275045502,5139.569418021427,4193.825801997757,6259.944050521851,5552.85434194411,8195.19685678184,79037.41366214941
1,USDS-SKY,ethereum,farms,,,,,2539.2014803539228,32015.58823050835,120139.26551698534,124790.53944289174,112970.08649062597,102638.2171554632,89079.95684317105,45345.64020189439,47740.6665418796,48216.00590768282,28350.573275756287,29287.411609004812,26939.33549502676,5782.404728469448,2741.322685099765,1747.612625557761,1012.7506996229465,821336.5789299943
1,USDS-SPK,ethereum,farms,,,,,,,,,,975.9058319672391,72849.96362410365,72140.53933635172,15732.001000278398,13130.821950005085,26928.25479347305,21642.30432474869,14315.545141962413,17223.42714005231,11831.24961987136,11558.71954463901,12022.194630382746,290350.9269378357
2,sUSDS,arbitrum,psm3_arbitrum,,,,,,,5.584834287816195e-20,1.3426763155814007e-19,0.0008315622085926169,,5.266794807864408e-15,3.1486455206801856e-14,3.0502274149517323e-15,,,1.316918434992892e-22,,1.0013989983283447e-20,,,,0.0008315622086324206
2,sUSDS,base,psm3_base,,,,,,6.775883427292598e-20,1.748475500234063e-14,1.8393998401831493e-14,0.0001479318026585876,1.6094498826654752e-12,3.184920027081696e-16,1.9415044085329756e-16,3.4733250459109236e-11,5.044270667952489e-20,4.864503537380469e-18,1.510197851807361e-16,1.4896056696028504e-16,3.009733848924079e-20,,,5.326649569960684e-18,0.00014793183903798966
10,sUSDC,ethereum,susds_susdc,,,,,,,,,,,,1.5025358710190683e-7,,,,,,,,,,1.5025358710190683e-7
99,sUSDS,arbitrum,psm3_arbitrum,,,,,,7234.488812469901,46258.95143897706,41395.631501637756,41805.0047686701,39093.00769075139,42547.19007589943,38165.943763666095,31613.01519578792,22463.5853642078,20535.772808620266,12210.93586438602,42902.15295499345,88879.51688819332,91834.41656525392,89114.02844231151,93529.32404212543,749582.9661779513
99,sUSDS,base,psm3_base,,,2149.5018250069875,49083.48438506656,45595.58933420587,34828.860986378466,89369.02050370644,91184.72108566969,93396.90499546655,91039.03290288699,97160.70358446246,103751.3019916007,100708.2433469516,105972.84763992953,102018.51757602024,105130.93198010945,87415.68309872597,79163.16558313816,86471.40363954625,82506.41524246531,87423.64872541341,1534369.9784267505
99,sUSDS,ethereum,susds_susdc,6031.644840299675,247657.08552496013,180397.0173439265,233975.48019757276,495102.8784238455,1092693.9342686832,1393239.3032255243,1154868.2321911189,882244.0307713144,815527.5636697642,697448.7995118286,585556.8695253618,598909.25421835,714365.5156952888,844908.6008224625,1200238.1377016252,1057346.9671995807,1103736.6752024812,1237761.660750427,1243788.5919942574,1470359.2817708175,17256157.52484949
99,sUSDS,optimism,psm3_optimism,,,,,,,,,,24619.915165825747,40794.43810270233,34379.54624641186,19613.043811624084,24873.747226196676,16777.76066505357,4036.332110852702,29421.932201828025,62011.396440588855,76513.30019113683,76625.2855166324,82614.20965094063,492280.90732979367
99,sUSDS,unichain,psm3_unichain,,,,,,,,,,39720.31376170009,35880.7368374142,34869.188803428304,34665.37095932825,38883.34173526415,44627.320482293784,49281.3073309664,42272.03526548559,38853.443029116264,43545.450437972366,42386.33202225148,44001.77663316877,488986.61729838967
