ref_code,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,total_dr_usd
-999999,76839.72645642383,190707.09401105595,157869.645217341,116414.5983211189,91259.37178944724,32309.472572676335,30115.76547963234,28233.67489841937,27258.046762023354,21003.995106149832,43909.937841204985,42431.68645604518,26140.71912580826,35428.27375391046,51443.403395888665,48061.84283703759,14618.040746453846,9853.137812131821,14833.941278694638,8671.393039982744,7872.285098578281,6119.460981839603,1081395.5129818646
0 (spUSDC),,,,,,,,,,,,,,,,,,,,4.772900470832357e-7,0.000014911404290332105,0.0011466197552990488,0.001162008449636464
0 (stUSDS),,,,,,,,,,,,,,36.675462501374646,64.43892638482573,55.30583890452397,0.004870332829624502,0.004434183849103175,0.004937199097313404,0.004801662105313361,0.004991336380264062,0.004044086352798623,156.44830659133876
0 (sUSDC),,,,,,,,,,4629.587340101208,9198.946928903557,15869.171846383919,6073.4908077725895,3854.254322295846,2227.332929275955,44.73485785869838,14.301572646363498,12.768048057922073,13.927248277991048,11.938681912638675,9.506036940382629,5.707508204922105,41965.66812863198
0 (sUSDS),474.5074003822152,8164.179615833278,10401.039214868,11525.378844435581,32264.642358003428,18315.729998762876,11179.070237833817,14544.170153960786,19686.486874588994,48766.162330343774,42272.68035875517,52879.83738151865,70581.35215070905,74548.5967632916,73565.20177910288,95316.47233543643,79746.03826018493,65657.9713945922,72961.66043267731,74224.91838154773,75156.16044138458,53853.64397191439,1006085.9006801277
0 (USDS-CLE),,,,,118.4355573440726,13.692982902488524,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.00042360231015337035,0.0003826085382030442,324.5719582459788,1121.4381124454737,340.38485218245245,142.53794604180135,2061.0672305208795
0 (USDS-SKY),4.401314091599466,11.203737004808728,,0.000002462503109503134,3524.6171423948526,3972.354163381988,4539.834965420368,5560.125177195898,5410.969680679668,6411.146737140767,2890.874700574073,1773.4041185570652,3141.946773080427,2492.1769560649745,400.40465450305976,112.58876518670374,93.87074582121544,84.776512549346,4.305060941002724,0.21051423973706793,0.21832827918148145,0.17607119288829154,40429.606120762124
0 (USDS-SPK),,,,,,,,,,0.00019453477318019495,0.0010618673974356605,0.0010618673974356605,0.0014587430536138566,0.0015699379225244923,0.0015192947637333797,0.0015699379225244923,0.0013089311383739147,0.0011822603830474066,180.5964086193762,179.82666709926752,115.57689776385295,83.06914339800159,559.0800442552502
1 (stUSDS),,,,,,,,,,,,,,5515.856264150469,2822.859095309907,5440.326377182756,1800.5532416249325,3037.9224699586425,2945.7939443625082,3010.9825794125554,3711.545437176375,2570.467100673894,30856.306509852035
1 (sUSDS),,,,0.0003645113459577506,26304.43057543552,67019.15989720437,39394.05351551152,34098.985244142474,35175.36900503205,37811.839222836665,38925.7651526042,37758.8224316658,64378.03856333948,83329.17770166423,75393.0206070729,98376.7901303627,81433.3940853305,66656.72703397303,97033.39656412479,94312.71148484977,104095.72697008937,81906.94061457271,1163404.3491643236
1 (USDS-CLE),,,,,46.59510060761274,706.7903577216373,3579.5589954962184,4302.142483796068,5162.989467549458,5320.316723974892,4189.404510499298,4210.4721531340665,2881.1467749746353,6856.119280847898,6485.803069235147,5954.684275045502,5139.569418021427,4193.825801997757,6259.944050521851,5552.85434194411,8195.19685678184,5979.9065376324415,85017.32019978185
1 (USDS-SKY),,,,,2539.2014803539228,32015.58823050835,120139.26551698534,124790.53944289174,112970.08649062597,102638.2171554632,89079.95684317105,45345.64020189439,47740.6665418796,48216.00590768282,28350.573275756287,29287.411609004812,26939.33549502676,5782.404728469448,2741.322685099765,1747.612625557761,1012.7506996229465,560.5377727558846,821897.1167027501
1 (USDS-SPK),,,,,,,,,,975.9058319672391,72849.96362410365,72140.53933635172,15732.001000278398,13130.821950005085,26928.25479347305,21642.30432474869,14315.545141962413,17223.42714005231,11831.24961987136,11558.71954463901,12022.194630382746,8008.151218468838,298359.07815630455
2,,,,,,6.775883427292598e-20,6.7931088594102514e-15,1.3999798858109004e-14,0.000979494011254312,6.615362270430045e-13,6.401432202126199e-15,3.25289129528357e-14,3.473587409776579e-11,5.044270667952489e-20,4.864503537380469e-18,1.3221629197899138e-15,6.609852417539209e-16,4.011132847252424e-20,6.243080047028427e-16,5.479422942743827e-16,5.326649569960683e-18,6.069888527629788e-19,0.000979494046714612
10,,,,,,,,,,,,1.5025358710190683e-7,,,,,,,,,,,1.5025358710190683e-7
99,6031.644840299676,247657.08552496016,182546.51916893345,283058.96458263934,540698.4677580515,1134757.2840675318,1528867.2751341402,1287448.5847784262,1017445.940535542,1009999.854361136,913831.8681123073,796722.8318284634,785508.927532042,906559.0376608871,1028867.9723544505,1370897.6449879399,1259358.7707206141,1372644.197143518,1536126.2315843368,1534420.6532180419,1777928.2408259632,1191163.7467139033,21712541.743434135
100,,,,,,,,,,,,,,,,,,,,,,0.0008680998015307769,0.0008680998015307769
127,,,,,,,0.9410251834931753,22.89818493704385,468.7250016409917,6798.184925744378,16833.567599760434,13943.59941862608,5796.297326261029,3688.2178489076405,2803.2018028042353,7140.769821385598,3037.146912383207,2639.1782757981487,2167.4385743537136,1447.5003073206612,730.9256711225876,1879.7473356124476,69398.34003184165
128,,176.86743261267304,12064.253989273537,55371.48870359997,103228.32733510266,201671.26414329134,288642.04912688327,263392.48591099924,426430.46880300506,457573.6414000453,597329.3782364766,959672.1023276583,968208.1338038214,1059528.4440347182,1313100.79593021,1444191.5929441613,828453.6365993093,838948.5704585955,1200988.2124134405,1323387.8115438588,1463061.0622305025,1219108.4563953306,15024529.043762896
129,,,,,,,,,,,,,,,,0.6419647706498741,1.0331607857015355,0.5227601089841972,0.6697402878136336,0.7666747608032262,1.1325014454556865,12.135458724200047,16.9022608836082
130,,,,,,,,,,,,,,0.00021202415400666352,0.3292901557550843,1544.88524665842,2533.8815463927754,801.173241212727,4314.4935069948915,4674.3305176641015,3911.6745866197566,2920.2193384598763,20700.987486182457
131,,,,,,,,,,,,,,0.0009179100626074358,12.839958648873223,319.28085341087734,284.56504668520626,263.8309603234991,6315.989212986159,4736.493484507669,4041.5689191030606,2889.1363174731023,18863.70567104851
132,,,,,,,,,,,,,,,,0.00026920862743169357,0.0017896274734932839,0.00015628070971130512,0.011998198875825343,0.008102471802866553,0.00044862620908329434,0.2687363367320215,0.291500750430433
170,,,,,,,,,8.277904076178812e-7,0.000010444326487673077,0.000016045849456233123,0.00001610728044166441,0.000015648235881947994,0.000016232629593351083,0.00001576772610911094,0.000016351254308121924,0.000013678634852662328,0.000012394119935495575,0.000013764867343096588,0.000013361925092727377,0.00001384900887240853,0.000011199020079868633,0.00018567266886197943
171,,,,,,0.000010127386167871387,0.00011751553643597268,0.00015647984748736458,0.0003099605020617316,0.0004217029625140788,0.0004724716207483118,0.0004926597055113018,0.0004786192956012586,0.0010770610762785506,0.0024241640745702414,0.002530963059122592,0.0021172760729985915,0.0019184497479389046,0.002130623751411145,0.002068253493160239,0.0021436477733993513,0.0017334637222387208,0.020603439627646228
182,,,,,,,,,16.92094337469062,45.70244896773094,2.0960220623145305,0.14549202342417478,0.04012715601672017,0.04027373878662088,0.029148739635765628,0.02891436608078651,0.009689762206359205,0.00877982899797003,0.009750848146708605,0.009465409238503789,0.009810452881251694,0.00793323662120281,65.05879996677213
183,,,,,,,,,0.005578306001781178,0.44474255753644854,7044.161386257442,18451.03585984429,17635.191003088406,17336.562730645423,20843.092529849902,24105.19436992559,21333.38411829221,13278.929767896732,11113.764428103528,9912.967924836805,11847.596192241093,7416.721677057999,180319.05230890296
184,,,,,,,,,,,,,,,,,,,,,,0.00013928881317671907,0.00013928881317671907
186,,,,,,,,,,,0.000032683615018306355,0.018526005186561667,29.906508057208562,24.866286183870006,450.5143988596828,1019.0210832726849,474.22185184983005,645.0526953897543,1193.709797447605,1392.7101162542758,1244.929936388195,1551.7841909138492,8026.735423305757
188,,,,,,,,,,,,6283.614529411386,16471.842406025356,16943.12846765652,7109.784149691661,3055.548067150755,475.31357216529796,108.24682086312667,7303.662501828638,14726.167002141461,11682.652992288458,42433.75921218412,126593.7197214068
190,,,,,,,,,,,,0.00015672603080986376,0.008556413730149842,0.00985041884599457,0.008712406257693567,21454.291341881915,10435.82006761478,5316.70690537193,4212.801366504138,2913.6481607146698,2741.765188147141,1306.4406050559949,48381.50091125543
191,,,,,,,,,,,,,,,,5056.971946756528,3403.278277228767,5540.801423222603,8418.989780654698,12255.74951830047,23493.498936811688,20054.934553060793,78224.22443603555
192,,,,,,,,,,,,,,,0.0002433962944695407,51102.27687530669,22700.536406721254,16725.406445078424,19342.47243011229,15097.769830350779,10576.24437845391,6265.845307827092,141810.55191724672
194,,,,,,,,,,,,,,19.89087562491608,37.77071086359021,19.313430515827818,1.986703612289431,1.7044228240843349,1.8824134882237429,1.7216104684180165,1.754503777155824,1.3855199975016952,87.41019117200713
195,,,,,,,,,,,,,956.1961056846186,3175.459194952096,8105.614837528926,7915.428521960423,1554.2939487139531,669.4855922844715,3049.960573293238,1990.2958704019265,1235.0064149105826,335.0505366432039,28986.79159637344
196,,,,,,,,,,,,,0.005651730761684866,0.020602276129016394,0.01594048395457755,0.022642150472406357,0.012735855831222853,0.0894895555931738,0.10179210747625242,0.09858783381995627,0.10198584034145965,0.08221977649101574,0.5516476108707659
197,,,,,,,,,,,,,,16159.545842414655,17563.940935724222,17503.7386622655,6824.98765559193,6314.149706951173,5576.068892074834,8508.93072191686,10729.876247816594,7658.688828672214,96839.92749342797
198,,,,,,,,,,,,,,0.05680761661905395,1.683050750572701,0.44296549887454384,0.018691882382983898,0.016948970005950047,0.01909934923237825,0.01859022897303612,0.019356316067538838,0.010226116106260402,2.2857367288344466
200,,,,,,,,,,,,,,,,,2.1048214183310985,0.6466411141232844,5.795348191592463,32.59531983418142,91.59574565714229,1249.0929864257446,1381.8308626411151
202,,,,,,,,,,,,,,,,50.731294221674816,30.386040649378558,34.099096431263945,43.57152119625683,40.21406997684321,33.62557704595794,25.33828645152485,257.9658859729002
204,,,,,,,,,,,,,,,,,,1.607388603097049,16.90755526922641,34.0508358400247,30.450417022622332,24.55754504290526,107.57374177787572
205,,,,,,,,,,,,,,,,,0.0007698377713443927,0.018642808069932373,0.19762198116521965,0.20575776647335367,0.21277114263105493,0.16933685046131103,0.804900386572216
206,,,,,,,,,,,,,,,,,,,,,0.00021236245405216697,0.00027456397131255536,0.00048692642536472233
214,,,,,,,,,,,,,,,,,,,,,0.000012931678676815002,0.06121105840150936,0.061223990080186176
216,,,,,,,,,,,,,,,,,,,86.77235852540306,151.20514360841003,189.0377788056744,112.98029173510196,539.9955726745895
219,,,,,,,,,,,,,,,,,,,,14.263484409268681,,,14.263484409268681
223,,,,,,,,,,,,,,,,,,,,,0.0012568178975753811,0.0017343306514108878,0.0029911485489862687
224,,,,,,,,,,,,,,,,,,,,,4582.171535388151,10528.830192742807,15111.001728130957
303,,0.0010247124488725707,1.6681789862046594,41.47123960160111,0.002079760823722589,0.0018952912675808341,0.0021103919572587064,0.0020507540836590707,0.0021269220151416772,0.0020658966384577275,0.0021426261289785855,0.0021508290997762987,0.002089532193330422,0.002167567154091811,0.0021054879009143393,0.00218340729288394,0.0018265284442567464,0.0016550052580214967,0.00183804319613777,0.0017842377183736697,0.0018492787394603792,0.0014954218725962668,43.17606028203929
555,,,,,,,,,,,,,,,,,0.0016204712276044748,0.001539991365262126,0.0017103091590263697,0.0016602428702584568,0.0017207638930019772,0.0013914981599366355,0.009643276675090039
999,,,,,,,,,,,,,,,,,,,,,,0.00008650667774019147,0.00008650667774019147
1001,601.9956704194109,23665.920839333066,22202.24129172719,15735.355956831816,14903.498321710314,12301.406260125319,9930.992115732994,5867.0646125028525,6458.246457987758,4328.797951944844,4058.9508454095103,4896.843774810841,4394.144888907975,3245.286489276011,5020.717560399586,5243.329696566341,2254.80424780291,1601.4380188213133,1655.4851903241508,1433.9439655173821,912.5698873108523,682.1647527928633,151395.19879625528
1002,,807.7497044239034,1274.1166454612228,1626.398777748759,2497.343661948598,4109.587053783232,5339.654503331899,5721.838650576311,2993.7561204402095,2727.6085234095385,2883.6184843929323,4516.939899632684,4506.604447429952,4572.314174590904,3049.8992859244986,2398.798801655434,1969.5086009973404,2970.50957562373,29195.527856307133,28955.21862581937,33175.15316187182,32475.595159842214,177767.74171521168
1004,,,,3.820875451406211e-16,,,6.640534787001798e-18,13.932318091609295,46.223493733630356,3.0094941736435503,1.1500036523032782,0.23041295295498468,0.22108232884961224,0.025963250904549127,0.015420401989874525,0.01599107629193721,0.005358918340349764,0.0048556802158597765,0.0053927018905482495,0.005234840039268034,0.005425666260306295,0.0043874727079570965,64.8548349416317
1007,,899.04910480087,2845.034683217761,2651.2709262171447,3270.1993101177177,2063.6739510533725,3835.8301775281043,7167.6872837096225,7788.974460549155,17448.864226253358,21831.55850405262,21434.927531219557,13029.718602506162,12194.459878238076,4714.043600065007,8270.66814224848,10082.509231202832,13745.062906834271,15859.42842851465,14112.16519209712,10762.388445120383,0.3741864527296398,194007.88877199896
1015,,,,,12.884360501975054,218.0539915657586,184.59755617598375,7.563965869738378,0.00009035163613376627,123.649737168996,0.00009101874680782691,0.00009136720896462189,0.00008876331669781747,0.00009207824142483251,0.00008944111507294167,0.00009275113043828298,0.00007759091880595675,0.00007030461474736663,0.00007808006540593472,0.00007579440899054346,0.00007855735122780437,0.00006352551078301353,546.7506909067173
1016,,,,,,,,,0.0034430531426077565,0.00006020561513788106,76.64164323675116,143.36146408206565,,,,179.02163663419003,1201.0547443054502,167.53840482715015,8.978125634163069,0.5899580312151818,,,1777.189480009743
1017,,,,,,,1.9476462936628682,33.5707757415928,72.85736390755977,81.60194621448943,110.23526031695214,27.017319342620798,27.22652302552535,44.372777007044924,186.44929447776747,501.2652416554849,215.45295559320974,140.33653600397702,148.0974598016076,85.9884794948011,3.5239886932574613,2.8253944400888176,1682.7689620096419
2000,,,,,,,,,,,,,,,,,,,,0.0000022340667242077928,0.000004249583357048579,0.000003436431602196371,0.000009920081683452743
2001,,,,,,,,,,,,,,,,,,0.00010802955292476467,0.0016246835496007126,82.24301693728246,8467.993529947322,18230.715047528647,26780.953327126354
2002,,,,,,,,,,,,,,,,,,,174574.27559348376,116737.3746503017,1.707499286978157e-8,0.000020128402111480477,291311.6502639309
2003,,,,,,,,,,,,,,,,,,,,6.654607696408873e-15,1.3723607554654149e-8,5.202482746571154e-8,6.574844167497338e-8
2005,,,,,,,,,,,,,,,,,,,17144.968360661656,8259.87631199609,,,25404.844672657746
2008,,,,,,,,,,,,,,,,,,,,,12035.781376578727,28188.377799744107,40224.159176322835
2222,,,,,,,,,,,,,,,,,,,,10.677765476597337,14.746531904549192,1.6091354612171464e-9,25.424297382755665
3000,,,,,,,,,,,,,,,,,,,,0.00014260407450345818,0.0020260596499545296,1.5153034160477066,1.5174720797721646
3001,,,,,,,,,,,,,,,,,,,,,2.6596740899378468e-8,0.0014175950976983347,0.001417621694439234
3008,,,,,,,,,,,,,,,,,,,,,,0.00001689863198535215,0.00001689863198535215
3333,,,,,,,0.10689030195678378,0.606369572512457,0.5701363158042047,0.514648079768375,0.5653649589822438,0.7248876671125226,0.6695846107722724,1.0570629743022075,0.9824428509138328,0.902330420302883,0.7135887053081913,0.4102330743170782,0.4842943976118051,0.48800234918117763,0.48490751110093283,0.35114987608614645,9.631893666033116
4001,,,,,,,,,,,,,,,12200.287654194992,34070.235427067135,28435.58551280574,25260.478584246357,29059.501666005646,23206.767740808675,22600.09633102555,16695.82737396457,191528.78029011868
4011,,,,,,,,,,,,,,,,,,,,,0.007311948886059997,3.7462223266049483e-14,0.007311948886097459
4012,,,,,,,,,,,,,,,,,,,,,0.00010305554076857985,0.00013210112511657322,0.00023515666588515307
9001,,17845.470418758843,32496.702241141193,9685.45271933533,69461.46968551146,156919.9006692738,161850.5204630886,144005.82231683523,112534.09673117401,31437.636008360754,12274.173066464622,7791.5309126247885,10235.68026700184,15695.485805060795,16541.72309462026,24660.408532270038,17637.13469130975,14381.456448326928,19582.080606333413,15706.362684071682,9626.615072541761,5016.775142954584,905386.4975770597
