ref_code,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,total_dr_usd
131,,,,,,,,,,,,,,0.00021202415400666357,0.32929015575508425,1544.8852466584203,2533.881546392776,801.1732412127272,4314.4935069948915,4674.330517664102,3911.6745866201477,17780.768147722978
132,,,,,,,,,,,,,,,,0.00026920862743169357,0.001789627473493284,0.00015628070971130512,0.011998198875825343,0.008102471802866553,0.00044862620908329434,0.02276441369841147
170,,,,,,,,,8.277904076178812e-7,0.000010444326487678806,0.00001604584945623312,0.000016107280441664418,0.000015648235815133716,0.000016232629520848732,0.00001576772603868507,0.000016351254330525207,0.00001367863487269397,0.000012394119953646112,0.000013764867341584153,0.000013361925090835568,0.00001384900887044775,0.0001744736486275945
171,,,,,,0.000010127386167871385,0.00011751553648708238,0.00015647984757435326,0.00030996050214913214,0.0004217029693378033,0.0004724716249304097,0.0004926597117846116,0.0004786192955673204,0.001077061076243156,0.0024241640745365873,0.0025309630623442524,0.002117276075212843,0.0019184497504329443,0.0021306237502241266,0.002068253491958715,0.002143647772329,0.01886997592728021
182,,,,,,,,,16.92094337469062,45.70244896773094,2.0960220623145305,0.14549202342417475,0.04012715601672018,0.0402737387866209,0.02914873963576563,0.028914366080786506,0.02418830067405858,0.021916858138205268,0.024340787913751525,0.023628254211820028,0.024489577658021983,65.121934207276
183,,,,,,,,,0.005578306001781178,0.4447425575364485,7044.161386257441,18451.03585984429,17635.191003088406,17336.562730645423,20843.092529849906,24105.194369925597,21333.384118292208,13278.929767896732,11113.764428103528,9912.967924836801,11847.596192241095,172902.33063184493
186,,,,,,,,,,,0.000032683615018306355,0.018526005186561674,29.90650805720856,24.866286183870017,450.51439885968284,1019.0210832726848,978.2340294537966,1266.9799900515286,2578.9766726581447,2215.096986597613,1539.5756250778427,10103.190138901176
188,,,,,,,,,,,,6283.602490959301,16471.793728487886,16943.107545922387,7109.784482426497,3055.5480671507553,1186.5123420599061,270.21371570191064,9419.732164700676,18355.458477024957,12248.541403023311,91344.2944174576
190,,,,,,,,,,,,0.00015672603080986376,0.00855641373014984,0.00985041884599457,0.008712406257693565,21454.291341881915,10486.781288093147,5343.599289667957,4238.445171347916,2928.6432937078202,2741.770901255467,47193.5585619191
191,,,,,,,,,,,,,,,,5056.971946756528,3403.2782772287674,5540.801423222602,8706.614996059438,13631.82466188469,25505.93963912788,61845.4309442799
192,,,,,,,,,,,,,,,0.00024339629446954068,51102.27687530671,56666.756972408635,41751.195888366565,48284.10945030169,37688.169057914354,26401.202999643723,261893.71148733795
194,,,,,,,,,,,,,,19.89087562491608,37.77071086359021,19.313430515827818,4.9593564115286,4.254706242184498,4.699019694846308,4.297611310458415,4.379722019160075,99.56543268251201
195,,,,,,,,,,,,,956.1961056846185,3175.4591949520964,8105.614837528927,7915.428521960422,3879.943446154905,1671.219422959561,7613.537032149752,4968.323671764033,3082.914302958171,41368.63653611249
196,,,,,,,,,,,,,0.005651730761684867,0.020602276129016397,0.015940483954577547,0.02264215047240635,0.03179218474369862,0.2233904436225465,0.25410098302162665,0.24610223826506375,0.25458459332023686,1.0748070842908575
