ref_code,token,blockchain,source,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,total_dr_usd
-999999,spETH,ethereum,sp,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
-999999,stUSDS,ethereum,stusds,,,,,,,,,,,,,,18189.707755905514,38392.69112774796,34483.22990336034,2567.498843936495,2940.9735911145144,8379.943235092927,3403.747757722058,3088.4834466001053,2931.319815238268,114377.59547671818
-999999,USDS-CLE,ethereum,farms,1723.6920202524464,9340.458411692249,8895.985037401835,6963.367239195586,6361.5054967709775,4467.28289007443,4218.210859257115,3861.685888545295,3898.7624365131383,3475.118244884933,3432.990434304532,3003.4071595807663,993.1211996278436,1837.3868721759745,2071.6401138393558,3043.555905946383,3577.671967725463,2132.665476014649,1631.1025462245539,1235.529987281137,893.9614049883403,731.8733595275276,77790.97495182454
-999999,USDS-SKY,ethereum,farms,75116.03443617138,181366.6355993637,148973.66017993915,109451.23108192331,84897.86629267626,27842.189682601907,25897.554620375224,24371.989009874073,23359.284325510216,17346.651770641405,14825.209311820323,13868.566646110778,11976.462017914973,11049.742973151673,9515.9477855527,9891.875621975152,8027.601556603575,4570.906514113384,4471.409977448357,3634.3821006577014,3717.3555294356265,3584.6962025791618,817757.2532364402
-999999,USDS-SPK,ethereum,farms,,,,,,,,,,182.2250906234949,25651.738095080127,25559.71265035364,13171.135908265445,4351.436152677302,1463.1243687486553,643.1814057557207,445.268378188312,208.5922308892758,351.4855199287977,397.73319432184815,172.48471755420894,121.17341196154148,72719.29112434837
0,spUSDC,ethereum,sp,,,,,,,,,,,,,,,,,,,,4.772900470832357e-7,0.00001491140429034207,0.0011486189189366563,0.0011640076132740816
0,stUSDS,ethereum,stusds,,,,,,,,,,,,,,36.67546250137465,64.43892638482572,55.30583890452396,0.004870332829624498,0.004434183849103175,0.004937199097313403,0.004801662105313361,0.004991336380264063,0.004855363181039348,156.449117868167
0,sUSDC,arbitrum,susds_susdc,,,,,,,,,,,0.0010372805599828737,0.0033646596929585867,0.000015377694592366014,0.001401690104488871,0.000015495118960850864,0.000016068558612250338,0.000013442145887822702,0.000012179838859553772,0.000013526887505251928,0.0016670788740985269,0.002758210452330819,0.0001614187192581475,0.010476428647535922
0,sUSDC,base,susds_susdc,,,,,,,,,,,0.05031571988001556,0.03350346775567097,0.031393027298844786,0.03558884686803362,0.03316816635422311,0.061866430740192005,0.05449936169050184,0.04651006136623648,0.06617467514697367,0.10981983239118794,0.1308808580879391,0.11387970751542997,0.767600155095249
0,sUSDC,ethereum,susds_susdc,,,,,,,,,,4629.5020043436925,9198.895575801713,15869.134978256467,6073.459399367595,3854.217331758849,2227.2997456141925,44.67297535902044,35.646129989339855,31.826023116368166,34.70003843313543,29.68849686788438,23.592500680122985,16.97906430756569,42069.61426389594
0,sUSDC,optimism,susds_susdc,,,,,,,,,,,,,,,,,,,,0.00021171893181911287,0.0004038404561242833,0.0001475005833231122,0.0007630599712665084
0,sUSDC,unichain,susds_susdc,,,,,,,,,,0.08533575751636205,,,4.3500542443472247e-16,2.5014665343124112e-11,2.8981093114597727e-10,3.7912361663647547e-10,2.1492075748293662e-10,2.0192234293307064e-9,3.223778547371472e-10,0.002024783994223182,0.0031284952771767067,0.00003831651329993052,0.09052735655153356
0,sUSDS,ethereum,susds_susdc,474.50740038221517,8164.17961583328,10401.038998041564,11525.336631591694,32263.42339034536,18255.407418324725,8292.155016715973,7586.5042106982955,7915.770444780207,4693.855075672737,4442.017386317572,3968.472088222269,3757.2158869065875,3550.312512366051,2687.4761350839744,2823.0345880430937,1962.2143074942935,1004.463523959853,3118.9311782473906,9686.652415387507,14812.280849327824,7210.6326192148845,168595.88169295737
0,USDS-CLE,ethereum,farms,,,,,118.4355573440726,13.692982902488524,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.00042360231015337035,0.0003826085382030442,324.5719582459788,1121.4381124454737,340.38485218245245,171.04553525016163,2089.57481972924
0,USDS-SKY,ethereum,farms,4.401314091599466,11.203737004808728,,0.000002462503109503134,3524.6171423948526,3972.354163381988,4539.834965420368,5560.125177195898,5410.969680679668,6411.146737140767,2890.874700574073,1773.4041185570652,3141.946773080427,2492.1769560649745,400.40465450305976,112.58876518670374,93.87074582121544,84.776512549346,4.305060941002724,0.21051423973706793,0.21832827918148145,0.2112854314659498,40429.641335000706
0,USDS-SPK,ethereum,farms,,,,,,,,,,0.00019453477318019495,0.0010618673974356605,0.0010618673974356605,0.0014587430536138566,0.0015699379225244923,0.0015192947637333797,0.0015699379225244923,0.0013089311383739147,0.0011822603830474066,180.5964086193762,179.82666709926752,115.57689776385295,99.15189580086363,575.1627966581123
1,stUSDS,ethereum,stusds,,,,,,,,,,,,,,5515.856264150468,2822.8590953099074,5440.326377182756,1800.5532416249328,3037.922469958642,2945.7939443625082,3010.982579412555,3711.545437176375,3042.0470361461453,31327.886445324286
1,sUSDS,arbitrum,psm3_arbitrum,,,,,,,535.9419288652738,861.2765393717425,644.4863268171066,574.4445073721078,591.7783072205024,477.7524357157012,383.51995380425205,727.0902319084746,1140.044682572897,2043.392475339898,1193.0077982823666,1321.9055431934646,1959.3635230356253,2150.99367545251,2524.234470652083,2330.453881164097,19459.6862807681
1,sUSDS,base,psm3_base,,,,0.0003645113459577506,469.172270310338,4723.91913712946,1855.614513791267,1083.4234887484488,835.8668822284601,830.3959151164696,775.1563998714754,584.1816571410623,529.8437473048763,366.33137516523124,441.15151636903175,730.5356576492205,675.0870302695016,548.075487613585,543.7894165299756,451.3867397813676,430.04044721069175,374.1196284157229,16248.091675157531
1,sUSDS,ethereum,susds_susdc,,,,,25835.258305125186,62295.24076007491,37002.49707285497,32154.285216022276,33695.01579598652,36406.37829452244,37550.645711459525,36694.48773591942,63448.20571542305,82214.1293852521,73772.50607104282,95448.48059578569,79435.66012196196,64674.782912867195,94380.41061425026,91571.17625227796,101000.03902410329,95011.32035248686,1142590.5199374163
