ref_code,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,total_dr_usd
-999999,76839.72645642383,190707.09401105595,157869.645217341,116414.5983211189,91259.37178944724,32309.472572676335,30115.76547963234,28233.67489841937,27258.046762023354,21003.995106149832,43909.937841204985,42431.68645604518,26140.71912580826,35428.273753910464,51443.40339588867,48061.8428370376,14618.040746453846,9853.137812131821,14833.941278694636,8671.393039982746,7872.285098578281,7369.062789306498,1082645.1147893316
0 (spUSDC),,,,,,,,,,,,,,,,,,,,4.772900470832357e-7,0.00001491140429034207,0.0011486189189366563,0.0011640076132740816
0 (stUSDS),,,,,,,,,,,,,,36.67546250137465,64.43892638482572,55.30583890452396,0.004870332829624498,0.004434183849103175,0.004937199097313403,0.004801662105313361,0.004991336380264063,0.004855363181039348,156.449117868167
0 (sUSDC),,,,,,,,,,4629.587340101209,9198.946928802152,15869.171846383915,6073.490807772589,3854.2543222958466,2227.3329292759554,44.73485785869837,35.70064279339116,31.872545359592486,34.766226635492295,29.802220282075705,23.729672084396555,17.093291250897003,42070.48363089621
0 (sUSDS),474.50740038221517,8164.17961583328,10401.038998041564,11525.336631591694,32263.42339034536,18255.407418324725,8292.155016715973,7586.5042106982955,7915.770444780207,4693.855075672737,4442.017386317572,3968.472088222269,3757.2158869065875,3550.312512366051,2687.4761350839744,2823.0345880430937,1962.2143074942935,1004.463523959853,3118.9311782473906,9686.652415387507,14812.280849327824,7210.6326192148845,168595.88169295737
0 (USDS-CLE),,,,,118.4355573440726,13.692982902488524,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.00042360231015337035,0.0003826085382030442,324.5719582459788,1121.4381124454737,340.38485218245245,171.04553525016163,2089.57481972924
0 (USDS-SKY),4.401314091599466,11.203737004808728,,0.000002462503109503134,3524.6171423948526,3972.354163381988,4539.834965420368,5560.125177195898,5410.969680679668,6411.146737140767,2890.874700574073,1773.4041185570652,3141.946773080427,2492.1769560649745,400.40465450305976,112.58876518670374,93.87074582121544,84.776512549346,4.305060941002724,0.21051423973706793,0.21832827918148145,0.2112854314659498,40429.641335000706
0 (USDS-SPK),,,,,,,,,,0.00019453477318019495,0.0010618673974356605,0.0010618673974356605,0.0014587430536138566,0.0015699379225244923,0.0015192947637333797,0.0015699379225244923,0.0013089311383739147,0.0011822603830474066,180.5964086193762,179.82666709926752,115.57689776385295,99.15189580086363,575.1627966581123
1 (stUSDS),,,,,,,,,,,,,,5515.856264150468,2822.8590953099074,5440.326377182756,1800.5532416249328,3037.922469958642,2945.7939443625082,3010.982579412555,3711.545437176375,3042.0470361461453,31327.886445324286
1 (sUSDS),,,,0.0003645113459577506,26304.430575435523,67019.15989720437,39394.05351551151,34098.98524414247,35175.36900503209,37811.839222836665,38925.76515260421,37758.82243166581,64378.0385633395,83329.17770166426,75393.0206070729,98376.79013036271,81433.39408533051,66656.72703989889,97033.39656412482,94312.71148484979,104095.72697008935,97860.67305655596,1179358.0816122326
1 (USDS-CLE),,,,,46.59510060761274,706.7903577216373,3579.5589954962184,4302.142483796068,5162.989467549458,5320.316723974892,4189.404510499298,4210.4721531340665,2881.1467749746353,6856.119280847898,6485.803069235147,5954.684275045502,5139.569418021427,4193.825801997757,6259.944050521851,5552.85434194411,8195.19685678184,7045.9315796469355,86083.34524179634
1 (USDS-SKY),,,,,2539.2014803539228,32015.58823050835,120139.26551698534,124790.53944289174,112970.08649062597,102638.2171554632,89079.95684317105,45345.64020189439,47740.6665418796,48216.00590768282,28350.573275756287,29287.411609004812,26939.33549502676,5782.404728469448,2741.322685099765,1747.612625557761,1012.7506996229465,657.8992651853764,821994.4781951796
1 (USDS-SPK),,,,,,,,,,975.9058319672391,72849.96362410365,72140.53933635172,15732.001000278398,13130.821950005085,26928.25479347305,21642.30432474869,14315.545141962413,17223.42714005231,11831.24961987136,11558.71954463901,12022.194630382746,9177.875271574363,299528.80220941006
