ref_code,token,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,total_dr_usd
190,sUSDC,,,,,,,,,,,,0.00015672603080986376,0.008556413730149842,0.00985041884599457,0.008712406257693567,67.46630955787646,85.01997124702696,44.865286155832784,42.782247560336096,25.016782642876993,0.009531331774894208,265.1874044605888
190,sUSDS,,,,,,,,,,,,,,,,,0.15824796865803675,,,7.619523117508172,6.798079782737514,14.575850868903723
191,spUSDC,,,,,,,,,,,,,,,,2910.805818727834,2164.429525847791,26.126532534716148,29.00079538485493,28.198307669192513,29.591187686639344,5188.152167851028
191,spUSDT,,,,,,,,,,,,,,,,2146.1661280286958,1238.8487513809764,5514.674890687887,8197.761337770486,11307.88327657582,22118.939640561148,50524.27402500501
191,sUSDC,,,,,,,,,,,,,,,,,,,479.85286290409726,2295.7430776396764,3357.4088108800884,6133.004751423861
192,sUSDC,,,,,,,,,,,,,,,0.0002433962944695407,51102.27687530671,56666.75697240863,41751.19588836657,48284.10945030169,37688.16905791436,26401.202999643723,261893.71148733798
194,sUSDC,,,,,,,,,,,,,,19.890875624916088,37.7707108635902,19.313430515827818,4.959356411528601,4.254706242184498,4.699019694846308,4.297611310458414,4.3797220191600745,99.565432682512
195,sUSDC,,,,,,,,,,,,,956.1961056846186,3175.459194952096,8105.614837528927,7915.428521960423,3879.943446154905,1671.219422959561,7613.53703214975,4968.323671764034,3082.914302958171,41368.63653611249
196,sUSDC,,,,,,,,,,,,,0.005651730761684867,0.02060227612901639,0.01594048395457755,0.022642150472406346,0.03179218474369862,0.22339044362254654,0.2541009830216266,0.24610223826506372,0.25458459332023686,1.0748070842908575
197,stUSDS,,,,,,,,,,,,,,16159.545842414653,17563.94093572422,17503.7386622655,6824.987655591929,6314.1497069511715,5576.068892074834,8508.93072191686,10729.876247816588,89181.23866475576
198,spUSDC,,,,,,,,,,,,,,0.002680747991990604,1.1664625125273964,0.42600580421729495,0.01632283303932794,0.014845726730358614,0.01688867231305857,0.016445239842848118,0.01713471861968889,1.676786255281964
198,spUSDT,,,,,,,,,,,,,,0.05412686862706334,0.5165882380453046,0.016959694657248905,0.0023690493436559564,0.002103243275591434,0.0022106769193196794,0.0021449891301880014,0.002221597447826913,0.5987243574461988
200,spUSDC,,,,,,,,,,,,,,,,,2.6460090789674466e-8,0.5933760123583134,5.2590070417760515,32.090505114427074,91.57472388984812,129.51761208486965
200,spUSDT,,,,,,,,,,,,,,,,,2.104809893031371,,0.4806163654193227,0.5034409367035659,0.017243205590234893,3.106110400744494
200,sUSDC,,,,,,,,,,,,,,,,,0.00002870425348069329,0.13296428431235452,0.13910432591517283,0.0000872444742922561,0.00009296878035880139,0.27227752773565905
200,sUSDS,,,,,,,,,,,,,,,,,,,,0.001338833170617315,0.003741318683540526,0.005080151854157841
202,spETH,,,,,,,,,,,,,,,,,,,0,0,0,0
202,spUSDC,,,,,,,,,,,,,,,,0.8863052750922082,0.49020432247626666,4.066820469876955,1.2271660546589254,0.17379100589278823,1.7296583136840136,8.573945441681158
202,spUSDT,,,,,,,,,,,,,,,,49.84498894658262,29.89583632690229,30.03227596138699,42.34435514159791,40.040278970950425,31.895918732273678,224.05365407969393
204,spETH,,,,,,,,,,,,,,,,,,,,0,0,0
204,spUSDC,,,,,,,,,,,,,,,,,,,3.08061438761675,4.560663661147946,,7.641278048764696
204,sUSDC,,,,,,,,,,,,,,,,,,4.011477497425718,34.515533122614144,73.57826864088607,75.96517780288262,188.07045706380853
204,sUSDS,,,,,,,,,,,,,,,,,,0.0004024997738159917,0.00011968856349788125,0.014933868711702452,0.0189899127731627,0.034445969822179026
205,spETH,,,,,,,,,,,,,,,,,0,0,0,0,0,0
205,spUSDC,,,,,,,,,,,,,,,,,0.0005315126059556268,0.008897154493447995,0.1975914559891904,0.20575776647335361,0.21277114263076857,0.6255490321927162
205,sUSDC,,,,,,,,,,,,,,,,,0.0005949248945278512,0.02430303468656318,,,,0.02489795958109103
205,sUSDS,,,,,,,,,,,,,,,,,,0.00000992926170209157,0.0000305251760292138,,,0.00004045443773130537
