ref_code,token,blockchain,source,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,total_dr_usd
0,sUSDC,optimism,susds_susdc,,,,,,,,,,,,,,,,,,,,0.00021171893181911285,0.00040384045612426594,0.0006155593879433788
0,sUSDC,unichain,susds_susdc,,,,,,,,,,0.08533575751636206,,,4.3500542443472247e-16,2.5014665343124112e-11,2.898109311459771e-10,3.7912361663647536e-10,2.1492075748293662e-10,2.0192234293307064e-9,3.2237785473714727e-10,0.0020247839942231813,0.0031284952771767063,0.09048904003823365
0,sUSDS,ethereum,susds_susdc,474.5074003822152,8164.17961583328,10401.038998041566,11525.336631591694,32263.42339034536,18255.407418324725,8292.155016715973,7586.504210698294,7915.770444780208,4693.855075672737,4442.0173863175705,3968.4720882222664,3757.215886906586,3550.3125123660498,2687.4761350839744,2823.0345880430946,1962.2143074942933,1004.4635239598531,3118.931178247392,9686.652415387503,14812.28084932782,161385.24907374245
0,USDS-CLE,ethereum,farms,,,,,118.4355573440726,13.692982902488524,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.00042360231015337035,0.0003826085382030442,324.5719582459788,1121.4381124454737,340.38485218245245,1918.5292844790783
0,USDS-SKY,ethereum,farms,4.401314091599466,11.203737004808728,,0.000002462503109503134,3524.6171423948526,3972.354163381988,4539.834965420368,5560.125177195898,5410.969680679668,6411.146737140767,2890.874700574073,1773.4041185570652,3141.946773080427,2492.1769560649745,400.40465450305976,112.58876518670374,93.87074582121544,84.776512549346,4.305060941002724,0.21051423973706793,0.21832827918148145,40429.43004956924
0,USDS-SPK,ethereum,farms,,,,,,,,,,0.00019453477318019495,0.0010618673974356605,0.0010618673974356605,0.0014587430536138566,0.0015699379225244923,0.0015192947637333797,0.0015699379225244923,0.0013089311383739147,0.0011822603830474066,180.5964086193762,179.82666709926752,115.57689776385295,476.0109008572486
1,stUSDS,ethereum,stusds,,,,,,,,,,,,,,5515.856264150469,2822.859095309907,5440.326377182757,1800.5532416249334,3037.922469958642,2945.793944362508,3010.9825794125554,3711.545437176375,28285.83940917814
1,sUSDS,arbitrum,psm3_arbitrum,,,,,,,535.9419288652738,861.2765393717423,644.4863268171067,574.444507372108,591.7783072205026,477.75243571570127,383.519953804252,727.0902319084748,1140.0446825728964,2043.3924753398987,1193.0077982823664,1321.9055431934648,1959.3635230356253,2150.9936754525097,2524.234470652082,17129.232399604003
1,sUSDS,base,psm3_base,,,,0.0003645113459577506,469.172270310338,4723.91913712946,1855.614513791267,1083.4234887484488,835.8668822284601,830.3959151164696,775.1563998714754,584.1816571410623,529.8437473048763,366.33137516523124,441.15151636903175,730.5356576492205,675.0870302695016,548.075487613585,543.7894165299757,451.3867397813675,430.0404472106916,15873.972046741808
1,sUSDS,ethereum,susds_susdc,,,,,25835.25830512519,62295.24076007489,37002.49707285497,32154.28521602227,33695.0157959865,36406.37829452243,37550.645711459525,36694.487736924624,63448.20571542304,82214.1293852521,73772.50607104282,95448.48059578567,79435.66012196195,64674.78290694134,94380.41061425026,91571.17625227796,101000.03902410329,1047579.1995800089
1,sUSDS,optimism,psm3_optimism,,,,,,,,,,0.004615324176179442,2.2821634090717122,1.1891006403064694,15.585605399382121,20.763156656956575,39.2135838455032,154.27364645383457,129.08676989812358,111.45138179046727,149.26474075168838,138.6032200449473,140.84132339124517,902.5593076057025
1,sUSDS,unichain,psm3_unichain,,,,,,,,,,0.6158905014723961,5.902570643632142,1.2115022493141478,0.8835414079367933,0.8635526814852011,0.10475324264937386,0.10775513406631325,0.5523649185591671,0.5117144341828735,0.5682695572591384,0.5515972930058601,0.5717047320518562,12.445216795615263
1,USDS-CLE,ethereum,farms,,,,,46.59510060761274,706.7903577216373,3579.5589954962184,4302.142483796068,5162.989467549458,5320.316723974892,4189.404510499298,4210.4721531340665,2881.1467749746353,6856.119280847898,6485.803069235147,5954.684275045502,5139.569418021427,4193.825801997757,6259.944050521851,5552.85434194411,8195.19685678184,79037.41366214941
