month,ref_code,with_reroute,baseline_1003_only,delta
2026-06-01,1,2.7667344922959076,220.1593826754589,-217.39264818316298
2026-06-01,128,52.81159378189318,54.757605013995224,-1.9460112321020446
2026-06-01,1003,1249.8977658311264,1824.0208512100212,-574.1230853788948
2026-06-01,1004,1723.4417061892977,0.0,1723.4417061892977
2026-06-01,2001,65.30831890344379,65.30831890344379,0.0
2026-06-01,4011,3.0307058625923797e-05,0.0,3.0307058625923797e-05
2025-06-01,0,0.0,2.076016053388742e-07,-2.076016053388742e-07
2025-07-01,0,0.0,2.1531213892145256e-07,-2.1531213892145256e-07
2025-08-01,0,0.0,2.1613645407568248e-07,-2.1613645407568248e-07
2025-09-01,0,0.0,2.0997673826823e-07,-2.0997673826823e-07
2025-10-01,0,0.0,2.1781845833546167e-07,-2.1781845833546167e-07
2025-11-01,0,0.0,2.1158012463668443e-07,-2.1158012463668443e-07
2025-12-01,0,0.0,2.19410231215489e-07,-2.19410231215489e-07
2026-01-01,0,0.0,1.835475358089054e-07,-1.835475358089054e-07
2026-01-01,99,0.0,206.6720426735104,-206.6720426735104
2026-02-01,0,0.0,1.6631119970553696e-07,-1.6631119970553696e-07
2026-03-01,0,0.0,1.847046512865529e-07,-1.847046512865529e-07
2026-04-01,0,0.0,1.7929774788591065e-07,-1.7929774788591065e-07
2026-05-01,0,0.0,1.8583370914317893e-07,-1.8583370914317893e-07
2026-05-01,99,0.0,1030.5950381286423,-1030.5950381286423
2026-06-01,0,0.0,1.803738143300569e-07,-1.803738143300569e-07
2026-06-01,99,0.0,929.9799915218225,-929.9799915218225
