month,blockchain,token,ref_code,with_3900,baseline,delta
2026-05-01,ethereum,sUSDS,3000,0.0006599950361181887,0.0006599950361181887,0.0
2026-06-01,ethereum,sUSDS,3000,0.0018419221612600031,0.0018419221612600031,0.0
2026-07-01,ethereum,sUSDS,0,5.062143646276993e-08,5.062143646276993e-08,0.0
2026-07-01,ethereum,sUSDS,99,0.0,1.7466381623862738e-05,-1.7466381623862738e-05
2026-07-01,ethereum,sUSDS,3000,0.00016653728179762914,0.00016653728179762914,0.0
2026-07-01,ethereum,sUSDS,3900,1.7466381623862738e-05,0.0,1.7466381623862738e-05
2026-08-01,ethereum,sUSDS,0,1.5669239029313173e-05,2.9183992826250603e-05,-1.351475379693743e-05
2026-08-01,ethereum,sUSDS,99,0.0,0.0005077209856448788,-0.0005077209856448788
2026-08-01,ethereum,sUSDS,3900,0.0005212357394418163,0.0,0.0005212357394418163
