month,blockchain,token,ref_code,with_1020,baseline,delta
2026-04-01,ethereum,sUSDS,1002,0.0,1.6917141736259205,-1.6917141736259205
2026-04-01,ethereum,sUSDS,1003,11103.107443801064,15561.526579952506,-4458.419136151442
2026-04-01,ethereum,sUSDS,1004,249.7802402225034,908.1291378616547,-658.3488976391513
2026-04-01,ethereum,sUSDS,1020,5591.465741510681,0.0,5591.465741510681
2026-04-01,ethereum,sUSDS,4011,5.049538136728226,13.501066508338297,-8.45152837161007
2026-05-01,ethereum,sUSDS,0,2528.296759874424,2528.296759874424,0.0
2026-05-01,ethereum,sUSDS,1,26.538438878402765,29.718952607167445,-3.18051372876468
2026-05-01,ethereum,sUSDS,99,4.022065404772668,419.12394185585975,-415.1018764510871
2026-05-01,ethereum,sUSDS,128,29.097518911611836,29.40661811249229,-0.3090992008804534
2026-05-01,ethereum,sUSDS,1003,3029.7292875352346,5316.44822962857,-2286.718942093335
2026-05-01,ethereum,sUSDS,1004,161.94878036270296,629.5108236200348,-467.5620432573318
2026-05-01,ethereum,sUSDS,1020,3491.962007425479,0.0,3491.962007425479
2026-05-01,ethereum,sUSDS,2001,1608.5125490148641,1608.5125490148641,0.0
2026-05-01,ethereum,sUSDS,4011,1050.8683611925057,1369.957893886585,-319.08953269407925
2026-06-01,ethereum,sUSDS,1,27.13669476989734,30.333534419698346,-3.1968396498010065
2026-06-01,ethereum,sUSDS,99,3.840028979866916,326.6170076793485,-322.77697869948156
2026-06-01,ethereum,sUSDS,128,4.6665712456238975,5.107158508865369,-0.4405872632414711
2026-06-01,ethereum,sUSDS,1003,2224.973660019839,3529.244913918992,-1304.2712538991532
2026-06-01,ethereum,sUSDS,1004,10.205753962885368,278.44775538374427,-268.2420014208589
2026-06-01,ethereum,sUSDS,1020,1898.927660932536,0.0,1898.927660932536
2026-06-01,ethereum,sUSDS,2001,3100.0295595443768,3100.0295595443768,0.0
2026-06-01,ethereum,sUSDS,4011,0.003407272534232937,0.003407272534232937,0.0
2026-07-01,ethereum,sUSDS,1,14.54369614243441,16.382868815160155,-1.839172672725745
2026-07-01,ethereum,sUSDS,99,1.3952570584714334,157.78501175886302,-156.3897547003916
2026-07-01,ethereum,sUSDS,128,0.0,2.1984581594110568e-06,-2.1984581594110568e-06
2026-07-01,ethereum,sUSDS,1003,954.3585584633953,1005.5240407613786,-51.16548229798332
2026-07-01,ethereum,sUSDS,1004,6.455623103072043,160.7778327644832,-154.32220966141116
2026-07-01,ethereum,sUSDS,1020,441.79141706541174,0.0,441.79141706541174
2026-07-01,ethereum,sUSDS,2001,517.3444441841011,517.3444441841011,0.0
2026-07-01,ethereum,sUSDS,4011,41.422299628825066,119.49709516326679,-78.07479553444173
2026-08-01,ethereum,sUSDS,1,10.526570091428459,11.952557517623408,-1.4259874261949488
2026-08-01,ethereum,sUSDS,99,7.174922147187549e-05,82.43858450876617,-82.4385127595447
2026-08-01,ethereum,sUSDS,128,0.0,1.5912202566300044e-06,-1.5912202566300044e-06
2026-08-01,ethereum,sUSDS,1003,694.274181465816,876.1074367435097,-181.83325527769364
2026-08-01,ethereum,sUSDS,1004,3.9476637198295066,115.64441128355074,-111.69674756372123
2026-08-01,ethereum,sUSDS,1020,377.39450461837475,0.0,377.39450461837475
2026-08-01,ethereum,sUSDS,2001,5.246083084906186e-13,5.246083084906186e-13,0.0
2026-08-01,ethereum,sUSDS,4011,7.491183662657849,7.491183662657849,0.0
