ref_code,token,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,total_dr_usd
1016,USDS-SPK,,,,,,,,,,,,,,,,,,0.000024139638099304566,,0.44222242783652244,,,0.44224656747462177
1017,spETH,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
1017,spUSDC,,,,,,,,,,,,,,,,,0.023807040909144952,0.07955104111886384,0.07221716004521904,0.04641970165585094,0.04836555786653143,0.013854192508349954,0.28421469410396016
1017,spUSDT,,,,,,,,,,,,,,,,,0.039919773086914224,,,,,,0.039919773086914224
1017,sUSDC,,,,,,,1.9476462936628685,33.56031002531263,71.47532133934625,79.34835319772432,107.9063826474314,24.590275158166463,23.889967639652976,40.8888092228516,183.07986854212444,497.76328526472355,214.2828988087928,140.24361037218614,148.01156620062676,85.9287837059338,3.4618630934578833,0.33703682770294024,1656.7159783396967
1017,sUSDS,,,,,,,,0.010465716280157869,1.382042568213523,2.253593016765113,2.328877669520749,2.4270441844543367,3.336555385872373,3.4839677841933243,3.3694259356430227,3.5019563907612845,1.103591037411465,0.013374590672049116,0.013676440935598723,0.013276087211486777,0.013760041933091008,0.00400263604536521,23.255609485912935
2000,sUSDS,,,,,,,,,,,,,,,,,,,,0.0000022340667242077928,0.00000424958335704858,4.119285132982023e-7,0.000006895578594554575
2001,sUSDS,,,,,,,,,,,,,,,,,,0.00010802955292476468,0.0016246835496007124,82.24301693728248,8467.993529947318,2244.9419848879843,10795.180264485687
2002,stUSDS,,,,,,,,,,,,,,,,,,,,,1.3613582247595745e-8,0.000002013339228587728,0.000002026952810835324
2002,sUSDS,,,,,,,,,,,,,,,,,,,174574.27559348382,116737.37465030173,3.461410622185823e-9,3.355278886685719e-10,291311.65024378937
2003,sUSDS,,,,,,,,,,,,,,,,,,,,6.654607696408873e-15,1.3723607554654149e-8,3.748533677173345e-15,1.3723617957795523e-8
2005,sUSDS,,,,,,,,,,,,,,,,,,,17144.96836066166,8259.87631199609,,,25404.84467265775
2008,sUSDS,,,,,,,,,,,,,,,,,,,,,12035.781376578725,3442.666230898438,15478.447607477163
2222,sUSDS,,,,,,,,,,,,,,,,,,,,10.677765476597338,14.746531904549192,,25.42429738114653
3000,sUSDS,,,,,,,,,,,,,,,,,,,,0.00014260407450345815,0.002026059649954529,0.0006690238740057354,0.002837687598463723
3001,sUSDS,,,,,,,,,,,,,,,,,,,,,2.6596740899378468e-8,0.0000418914575229986,0.00004191805426389798
3333,sUSDS,,,,,,,0.10689030195678378,0.606369572512457,0.5701363158042047,0.514648079768375,0.5653649589822438,0.7248876671125226,0.6695846107722724,1.0570629743022075,0.9824428509138328,0.902330420302883,0.7135887053081913,0.4102330743170782,0.4842943976118051,0.48800234918117763,0.4849075111009328,0.12682361003406054,9.407567399981032
4011,sUSDS,,,,,,,,,,,,,,,,,,,,,0.007311948886059997,2.2380644050674736e-14,0.007311948886082377
4012,spUSDC,,,,,,,,,,,,,,,,,,,,,0.00010305554076857983,0.000047545868074677976,0.0001506014088432578
