month,blockchain,token,ref_code,dr_usd,source
2025-07-01,base,sUSDS,10000,6.647716402203299,psm3
2025-07-01,base,sUSDS,10001,5884.572223928663,psm3
2025-07-01,ethereum,USDS,9001,12743.321985037715,usds_aave
2025-07-01,ethereum,USDS-CLE,-999999,3432.9904343045314,farms
2025-07-01,ethereum,USDS-CLE,0,0.0005080705250888,farms
2025-07-01,ethereum,USDS-CLE,1,4189.404510499302,farms
2025-07-01,ethereum,USDS-CLE,128,4869.442311573267,farms
2025-07-01,ethereum,USDS-CLE,1001,333.03174127949194,farms
2025-07-01,ethereum,USDS-SKY,-999999,14825.20931182032,farms
2025-07-01,ethereum,USDS-SKY,0,2890.874700574074,farms
2025-07-01,ethereum,USDS-SKY,1,89079.95684317102,farms
2025-07-01,ethereum,USDS-SKY,128,56042.524934229456,farms
2025-07-01,ethereum,USDS-SKY,1001,1811.172946575179,farms
2025-07-01,ethereum,USDS-SKY,1002,9.861717683093907,farms
2025-07-01,ethereum,USDS-SKY,1007,11459.498213082448,farms
2025-07-01,ethereum,USDS-SKY,1016,76.64164323675116,farms
2025-07-01,ethereum,USDS-SPK,-999999,25651.73809508012,farms
2025-07-01,ethereum,USDS-SPK,0,0.0010618673974356,farms
2025-07-01,ethereum,USDS-SPK,1,72849.96362410364,farms
2025-07-01,ethereum,USDS-SPK,128,271238.73652511666,farms
2025-07-01,ethereum,USDS-SPK,1007,9730.507068834768,farms
2025-07-01,ethereum,sUSDC,0,9198.895575852415,susds_susdc
2025-07-01,ethereum,sUSDC,127,3266.444769936249,susds_susdc
2025-07-01,ethereum,sUSDC,128,128540.46915805542,susds_susdc
2025-07-01,ethereum,sUSDC,1017,11.63931430707994,susds_susdc
2025-07-01,ethereum,sUSDS,0,3370.2804722369306,susds_susdc
2025-07-01,ethereum,sUSDS,1,33590.101788488966,susds_susdc
2025-07-01,ethereum,sUSDS,99,664135.3717059382,susds_susdc
2025-07-01,ethereum,sUSDS,128,101647.55502520414,susds_susdc
2025-07-01,ethereum,sUSDS,183,7044.161386257441,susds_susdc
2025-07-01,ethereum,sUSDS,186,3.2683615018306355e-05,susds_susdc
2025-07-01,ethereum,sUSDS,303,0.0021426261289785,susds_susdc
2025-07-01,ethereum,sUSDS,1001,1909.812449115641,susds_susdc
2025-07-01,ethereum,sUSDS,1002,2873.745672303,susds_susdc
2025-07-01,ethereum,sUSDS,1003,38255.27522190421,susds_susdc
2025-07-01,ethereum,sUSDS,1004,3560.8969508766745,susds_susdc
2025-07-01,ethereum,sUSDS,1007,641.5532221354046,susds_susdc
2025-07-01,ethereum,sUSDS,1015,1.558055677045733e-05,susds_susdc
2025-07-01,ethereum,sUSDS,13425,0.0001959234503585,susds_susdc
2025-07-01,optimism,sUSDC,127,125.70784844961732,susds_susdc
2025-07-01,optimism,sUSDC,128,10156.305880735708,susds_susdc
2025-07-01,optimism,sUSDS,1,2.282163409071712,psm3
2025-07-01,optimism,sUSDS,99,40794.438102702334,psm3
2025-07-01,optimism,sUSDS,128,0.9713824220881256,psm3
2025-07-01,optimism,sUSDS,10001,10282.013729185224,psm3
2025-07-01,unichain,sUSDC,127,12718.28135013461,susds_susdc
2025-07-01,unichain,sUSDC,128,1431.46201518144,susds_susdc
2025-07-01,unichain,sUSDC,1017,0.0002650664828359,susds_susdc
2025-07-01,unichain,sUSDS,1,5.902570643632143,psm3
2025-07-01,unichain,sUSDS,99,35880.73683741421,psm3
2025-07-01,unichain,sUSDS,128,1043.322296088149,psm3
2025-07-01,unichain,sUSDS,10000,4.319026534806401e-05,psm3
2025-07-01,unichain,sUSDS,10001,14149.743630382538,psm3
2025-08-01,arbitrum,sUSDC,0,0.0033646596929585,susds_susdc
2025-08-01,arbitrum,sUSDC,127,1308.888185037351,susds_susdc
2025-08-01,arbitrum,sUSDC,128,10790.644592377725,susds_susdc
2025-08-01,arbitrum,sUSDC,182,0.0024586996436276,susds_susdc
2025-08-01,arbitrum,sUSDC,1004,0.212022885246802,susds_susdc
2025-08-01,arbitrum,sUSDS,1,477.752435715701,psm3
2025-08-01,arbitrum,sUSDS,2,5.831801141499511e-17,psm3
2025-08-01,arbitrum,sUSDS,99,38165.9437636661,psm3
2025-08-01,arbitrum,sUSDS,128,1085.40167049489,psm3
2025-08-01,arbitrum,sUSDS,171,0.0003281189286962,psm3
2025-08-01,arbitrum,sUSDS,1004,1.9299277893336533e-15,psm3
2025-08-01,arbitrum,sUSDS,1017,1.966840827403812e-06,psm3
2025-08-01,arbitrum,sUSDS,3333,0.0009907996030805,psm3
2025-08-01,arbitrum,sUSDS,10000,131.70745422394583,psm3
2025-08-01,arbitrum,sUSDS,10001,12099.750623659593,psm3
2025-08-01,base,sUSDC,0,0.033503467755671,susds_susdc
2025-08-01,base,sUSDC,127,90.76444499870358,susds_susdc
2025-08-01,base,sUSDC,128,3270.646089226212,susds_susdc
2025-08-01,base,sUSDC,182,0.143033323780547,susds_susdc
2025-08-01,base,sUSDC,1004,0.0183900677081517,susds_susdc
2025-08-01,base,sUSDC,1017,12.903598803393754,susds_susdc
2025-08-01,base,sUSDS,1,584.1816571410632,psm3
2025-08-01,base,sUSDS,2,6.59135801914853e-18,psm3
2025-08-01,base,sUSDS,99,103455.01775926612,psm3
2025-08-01,base,sUSDS,128,1846.0327655776143,psm3
2025-08-01,base,sUSDS,170,1.6107280441664415e-05,psm3
2025-08-01,base,sUSDS,171,0.0001645407737540025,psm3
2025-08-01,base,sUSDS,1004,1.02525495042305e-17,psm3
2025-08-01,base,sUSDS,1015,7.572700256585488e-05,psm3
2025-08-01,base,sUSDS,1017,2.427042217613509,psm3
2025-08-01,base,sUSDS,3333,0.7238968675093744,psm3
2025-08-01,base,sUSDS,9998,0.002487239527415142,psm3
2025-08-01,base,sUSDS,10000,7.7412164361372335,psm3
2025-08-01,base,sUSDS,10001,3374.509059887534,psm3
2025-08-01,ethereum,USDS,9001,7874.470930678425,usds_aave
2025-08-01,ethereum,USDS-CLE,-999999,3003.4071595807677,farms
2025-08-01,ethereum,USDS-CLE,0,0.0005080705250888,farms
2025-08-01,ethereum,USDS-CLE,1,4210.472153134069,farms
2025-08-01,ethereum,USDS-CLE,128,4128.214765819761,farms
2025-08-01,ethereum,USDS-CLE,1001,369.00464447024433,farms
2025-08-01,ethereum,USDS-CLE,1002,0.2013832490839686,farms
2025-08-01,ethereum,USDS-SKY,-999999,13868.56664611078,farms
2025-08-01,ethereum,USDS-SKY,0,1773.404118557066,farms
2025-08-01,ethereum,USDS-SKY,1,45345.64020189439,farms
2025-08-01,ethereum,USDS-SKY,128,44829.79437431655,farms
2025-08-01,ethereum,USDS-SKY,1001,2788.3814089954844,farms
2025-08-01,ethereum,USDS-SKY,1002,35.42237260029617,farms
2025-08-01,ethereum,USDS-SKY,1007,5825.295281274688,farms
2025-08-01,ethereum,USDS-SKY,1016,143.36146408206565,farms
2025-08-01,ethereum,USDS-SPK,-999999,25559.71265035364,farms
2025-08-01,ethereum,USDS-SPK,0,0.0010618673974356,farms
2025-08-01,ethereum,USDS-SPK,1,72140.53933635172,farms
2025-08-01,ethereum,USDS-SPK,128,609129.4596097501,farms
2025-08-01,ethereum,USDS-SPK,1007,15421.475084265056,farms
2025-08-01,ethereum,sUSDC,0,15869.134978256468,susds_susdc
2025-08-01,ethereum,sUSDC,10,1.5025358710190685e-07,susds_susdc
2025-08-01,ethereum,sUSDC,127,2432.2878002922776,susds_susdc
2025-08-01,ethereum,sUSDC,128,149413.87537818326,susds_susdc
2025-08-01,ethereum,sUSDC,186,0.0007260285232978,susds_susdc
2025-08-01,ethereum,sUSDC,188,6283.608903390234,susds_susdc
2025-08-01,ethereum,sUSDC,190,0.0001567260308098,susds_susdc
2025-08-01,ethereum,sUSDC,1017,11.686676354772713,susds_susdc
2025-08-01,ethereum,sUSDS,0,2745.1791005316672,susds_susdc
2025-08-01,ethereum,sUSDS,1,33169.94151447942,susds_susdc
2025-08-01,ethereum,sUSDS,99,556668.8685491061,susds_susdc
2025-08-01,ethereum,sUSDS,128,110250.92315823009,susds_susdc
2025-08-01,ethereum,sUSDS,183,18451.035859844287,susds_susdc
2025-08-01,ethereum,sUSDS,186,0.0177999766632638,susds_susdc
2025-08-01,ethereum,sUSDS,303,0.0021508290997762,susds_susdc
2025-08-01,ethereum,sUSDS,1001,1734.505124372024,susds_susdc
2025-08-01,ethereum,sUSDS,1002,4481.3161437833005,susds_susdc
2025-08-01,ethereum,sUSDS,1003,33418.77986153731,susds_susdc
2025-08-01,ethereum,sUSDS,1004,1961.3726300082585,susds_susdc
2025-08-01,ethereum,sUSDS,1007,188.1571656798052,susds_susdc
2025-08-01,ethereum,sUSDS,1015,1.5640206398767014e-05,susds_susdc
2025-08-01,ethereum,sUSDS,13425,0.0001966735365822,susds_susdc
2025-08-01,optimism,sUSDC,127,6.242705491641331,susds_susdc
2025-08-01,optimism,sUSDC,128,16886.92716570915,susds_susdc
2025-08-01,optimism,sUSDS,1,1.189100640306469,psm3
2025-08-01,optimism,sUSDS,99,34379.54624641186,psm3
2025-08-01,optimism,sUSDS,128,1.3570339576797774,psm3
2025-08-01,optimism,sUSDS,10000,2.920788584291913e-05,psm3
2025-08-01,optimism,sUSDS,10001,16893.169871200695,psm3
2025-08-01,unichain,sUSDC,127,10105.416282806103,susds_susdc
2025-08-01,unichain,sUSDC,128,6299.070675561159,susds_susdc
2025-08-01,unichain,sUSDS,1,1.211502249314148,psm3
2025-08-01,unichain,sUSDS,99,34869.18880342832,psm3
2025-08-01,unichain,sUSDS,128,0.3749370605150853,psm3
2025-08-01,unichain,sUSDS,10000,8.031328611699109e-05,psm3
2025-08-01,unichain,sUSDS,10001,16404.48695836731,psm3
2025-09-01,arbitrum,sUSDC,0,1.5377694592366014e-05,susds_susdc
2025-09-01,arbitrum,sUSDC,127,1734.9126090688112,susds_susdc
2025-09-01,arbitrum,sUSDC,128,15971.189784778371,susds_susdc
2025-09-01,arbitrum,sUSDC,182,9.091185958195302e-06,susds_susdc
2025-09-01,arbitrum,sUSDC,190,0.0034834234292547,susds_susdc
2025-09-01,arbitrum,sUSDC,196,0.0056517307616829,susds_susdc
2025-09-01,arbitrum,sUSDC,1004,0.205980402855844,susds_susdc
2025-09-01,arbitrum,sUSDS,1,383.519953804252,psm3
2025-09-01,arbitrum,sUSDS,2,6.7334541389366175e-16,psm3
2025-09-01,arbitrum,sUSDS,99,31613.01519578793,psm3
2025-09-01,arbitrum,sUSDS,128,688.2312833084056,psm3
2025-09-01,arbitrum,sUSDS,171,0.0003187678020644,psm3
2025-09-01,arbitrum,sUSDS,1004,7.240885266822685e-15,psm3
2025-09-01,arbitrum,sUSDS,3333,0.0015630513725829,psm3
2025-09-01,arbitrum,sUSDS,10000,88.6371603232877,psm3
2025-09-01,arbitrum,sUSDS,10001,17706.31753387305,psm3
2025-09-01,base,sUSDC,0,0.0313930272988448,susds_susdc
2025-09-01,base,sUSDC,127,59.6506750842611,susds_susdc
2025-09-01,base,sUSDC,128,3613.404106692813,susds_susdc
2025-09-01,base,sUSDC,182,0.0401180648307619,susds_susdc
2025-09-01,base,sUSDC,1004,0.015101925993673,susds_susdc
2025-09-01,base,sUSDC,1017,12.535855715643851,susds_susdc
2025-09-01,base,sUSDS,1,529.8437473048773,psm3
2025-09-01,base,sUSDS,2,3.473282371518363e-11,psm3
2025-09-01,base,sUSDS,99,100442.77750853053,psm3
2025-09-01,base,sUSDS,128,1500.8680996206188,psm3
2025-09-01,base,sUSDS,170,1.5648235851634968e-05,psm3
2025-09-01,base,sUSDS,171,0.00015985149350560045,psm3
2025-09-01,base,sUSDS,1004,8.789051289500613e-22,psm3
2025-09-01,base,sUSDS,1015,7.356884365300181e-05,psm3
2025-09-01,base,sUSDS,1017,3.336555385872372,psm3
2025-09-01,base,sUSDS,3333,0.6680215593996057,psm3
2025-09-01,base,sUSDS,9998,3.791455669117523,psm3
2025-09-01,base,sUSDS,10000,11.924141155081736,psm3
2025-09-01,base,sUSDS,10001,3685.677250510823,psm3
2025-09-01,ethereum,USDS,9001,10344.292531152943,usds_aave
2025-09-01,ethereum,USDS-CLE,-999999,993.1211996278436,farms
2025-09-01,ethereum,USDS-CLE,0,0.0004916811533117,farms
2025-09-01,ethereum,USDS-CLE,1,2881.146774974636,farms
2025-09-01,ethereum,USDS-CLE,128,5867.68496365618,farms
2025-09-01,ethereum,USDS-CLE,1001,394.5735318687782,farms
2025-09-01,ethereum,USDS-CLE,1002,0.7376665365948624,farms
2025-09-01,ethereum,USDS-SKY,-999999,11976.462017914975,farms
2025-09-01,ethereum,USDS-SKY,0,3141.946773080427,farms
2025-09-01,ethereum,USDS-SKY,1,47740.6665418796,farms
2025-09-01,ethereum,USDS-SKY,128,43343.62328143249,farms
2025-09-01,ethereum,USDS-SKY,1001,2475.032359982005,farms
2025-09-01,ethereum,USDS-SKY,1002,1.475653706053165,farms
2025-09-01,ethereum,USDS-SKY,1007,3092.011012027047,farms
2025-09-01,ethereum,USDS-SPK,-999999,13171.135908265447,farms
2025-09-01,ethereum,USDS-SPK,0,0.0014587430536138,farms
2025-09-01,ethereum,USDS-SPK,1,15732.0010002784,farms
2025-09-01,ethereum,USDS-SPK,128,548848.4853684695,farms
2025-09-01,ethereum,USDS-SPK,1007,9186.82408705862,farms
2025-09-01,ethereum,sUSDC,0,6073.459399367597,susds_susdc
2025-09-01,ethereum,sUSDC,127,1508.4950369256592,susds_susdc
2025-09-01,ethereum,sUSDC,128,177208.5799730231,susds_susdc
2025-09-01,ethereum,sUSDC,186,29.863909280213356,susds_susdc
2025-09-01,ethereum,sUSDC,188,16471.817697438262,susds_susdc
2025-09-01,ethereum,sUSDC,190,0.005072990300895,susds_susdc
2025-09-01,ethereum,sUSDC,195,956.1961056846184,susds_susdc
2025-09-01,ethereum,sUSDC,1017,11.3536154401439,susds_susdc
2025-09-01,ethereum,sUSDS,0,2553.186819307763,susds_susdc
2025-09-01,ethereum,sUSDS,1,61542.59007593528,susds_susdc
2025-09-01,ethereum,sUSDS,99,569289.9894108308,susds_susdc
2025-09-01,ethereum,sUSDS,128,117288.56080211184,susds_susdc
2025-09-01,ethereum,sUSDS,183,17635.191003088406,susds_susdc
2025-09-01,ethereum,sUSDS,186,0.0425987769952068,susds_susdc
2025-09-01,ethereum,sUSDS,303,0.0020895321933304,susds_susdc
2025-09-01,ethereum,sUSDS,1001,1519.7275451306125,susds_susdc
2025-09-01,ethereum,sUSDS,1002,4504.391127187302,susds_susdc
2025-09-01,ethereum,sUSDS,1003,41363.49889010546,susds_susdc
2025-09-01,ethereum,sUSDS,1004,2407.6054634324178,susds_susdc
2025-09-01,ethereum,sUSDS,1007,750.8835034204911,susds_susdc
2025-09-01,ethereum,sUSDS,1015,1.519447304481567e-05,susds_susdc
2025-09-01,ethereum,sUSDS,13425,0.0001910684983327,susds_susdc
2025-09-01,optimism,sUSDC,127,9.38391743651062,susds_susdc
2025-09-01,optimism,sUSDC,128,30174.84780892159,susds_susdc
2025-09-01,optimism,sUSDS,1,15.58560539938212,psm3
2025-09-01,optimism,sUSDS,99,19613.04381162408,psm3
2025-09-01,optimism,sUSDS,128,1.4238988707241365,psm3
2025-09-01,optimism,sUSDS,10000,4.03060474018254e-05,psm3
2025-09-01,optimism,sUSDS,10001,30184.231726358,psm3
2025-09-01,unichain,sUSDC,0,4.986166034507806e-16,susds_susdc
2025-09-01,unichain,sUSDC,127,2483.855087745783,susds_susdc
2025-09-01,unichain,sUSDC,128,12663.492827046532,susds_susdc
2025-09-01,unichain,sUSDC,1017,0.000496483865224,susds_susdc
2025-09-01,unichain,sUSDS,1,0.8835414079367934,psm3
2025-09-01,unichain,sUSDS,99,34665.370959328255,psm3
2025-09-01,unichain,sUSDS,128,0.3554678649554145,psm3
2025-09-01,unichain,sUSDS,10001,15147.348411276122,psm3
2025-10-01,arbitrum,sUSDC,0,0.0014016901044888,susds_susdc
2025-10-01,arbitrum,sUSDC,127,786.4253170020962,susds_susdc
2025-10-01,arbitrum,sUSDC,128,27577.803228740053,susds_susdc
2025-10-01,arbitrum,sUSDC,182,9.430702306297856e-06,susds_susdc
2025-10-01,arbitrum,sUSDC,190,0.0040868059256024,susds_susdc
2025-10-01,arbitrum,sUSDC,194,15.768267896283731,susds_susdc
2025-10-01,arbitrum,sUSDC,196,0.0206022761289719,susds_susdc
2025-10-01,arbitrum,sUSDC,1004,0.0116482296956279,susds_susdc
2025-10-01,arbitrum,sUSDC,1017,10.191870712698677,susds_susdc
2025-10-01,arbitrum,sUSDS,1,727.0902319084746,psm3
2025-10-01,arbitrum,sUSDS,2,4.419829757535832e-15,psm3
2025-10-01,arbitrum,sUSDS,99,22463.585364207804,psm3
2025-10-01,arbitrum,sUSDS,128,739.622508364217,psm3
2025-10-01,arbitrum,sUSDS,171,0.0003306723963107,psm3
2025-10-01,arbitrum,sUSDS,1004,7.923943674873588e-15,psm3
2025-10-01,arbitrum,sUSDS,3333,0.0016557466128157,psm3
2025-10-01,arbitrum,sUSDS,10000,44.39510376581821,psm3
2025-10-01,arbitrum,sUSDS,10001,28390.226432783613,psm3
2025-10-01,avalanche_c,spUSDC,128,0.0,sp
2025-10-01,avalanche_c,spUSDC,131,0.0,sp
2025-10-01,avalanche_c,spUSDC,198,0.0,sp
2025-10-01,base,sUSDC,0,0.0355888468680336,susds_susdc
2025-10-01,base,sUSDC,127,63.79734233709229,susds_susdc
2025-10-01,base,sUSDC,128,2905.278594908257,susds_susdc
2025-10-01,base,sUSDC,182,0.0402643080843145,susds_susdc
2025-10-01,base,sUSDC,190,0.0001408555397458,susds_susdc
2025-10-01,base,sUSDC,194,0.768709997558508,susds_susdc
2025-10-01,base,sUSDC,1004,0.0143150212088177,susds_susdc
2025-10-01,base,sUSDC,1017,13.004015532469422,susds_susdc
2025-10-01,base,sUSDS,1,366.33137516523203,psm3
2025-10-01,base,sUSDS,2,2.1680131008333865e-22,psm3
2025-10-01,base,sUSDS,99,105785.60607051932,psm3
2025-10-01,base,sUSDS,128,1083.7149807874848,psm3
2025-10-01,base,sUSDS,170,1.6232629561655303e-05,psm3
2025-10-01,base,sUSDS,171,0.0007463886799361034,psm3
2025-10-01,base,sUSDS,1004,8.22599146750377e-17,psm3
2025-10-01,base,sUSDS,1015,7.631632074191544e-05,psm3
2025-10-01,base,sUSDS,1017,3.466085044381475,psm3
2025-10-01,base,sUSDS,3333,1.0554072276893303,psm3
2025-10-01,base,sUSDS,9998,0.0010495162083290622,psm3
2025-10-01,base,sUSDS,10000,9.336204907355727,psm3
2025-10-01,base,sUSDS,10001,2982.9389718070597,psm3
2025-10-01,ethereum,USDS,9001,15618.56902285663,usds_aave
2025-10-01,ethereum,USDS-CLE,-999999,1837.3868721759748,farms
2025-10-01,ethereum,USDS-CLE,0,0.0005080705250888,farms
2025-10-01,ethereum,USDS-CLE,1,6856.119280847898,farms
2025-10-01,ethereum,USDS-CLE,128,7081.253195360299,farms
2025-10-01,ethereum,USDS-CLE,1001,460.54510384416017,farms
2025-10-01,ethereum,USDS-CLE,1002,0.7751464435710194,farms
2025-10-01,ethereum,USDS-SKY,-999999,11049.74297315168,farms
2025-10-01,ethereum,USDS-SKY,0,2492.176956064977,farms
2025-10-01,ethereum,USDS-SKY,1,48216.00590768282,farms
2025-10-01,ethereum,USDS-SKY,128,24647.02324533146,farms
2025-10-01,ethereum,USDS-SKY,1001,1353.1983901075664,farms
2025-10-01,ethereum,USDS-SKY,1002,1.5286037156247418,farms
2025-10-01,ethereum,USDS-SKY,1007,1258.2885492999576,farms
2025-10-01,ethereum,USDS-SPK,-999999,4351.436152677302,farms
2025-10-01,ethereum,USDS-SPK,0,0.0015699379225244,farms
2025-10-01,ethereum,USDS-SPK,1,13130.821950005093,farms
2025-10-01,ethereum,USDS-SPK,128,421245.2309106297,farms
2025-10-01,ethereum,USDS-SPK,1007,8494.290257053635,farms
2025-10-01,ethereum,sUSDC,0,3854.2173317588513,susds_susdc
2025-10-01,ethereum,sUSDC,127,1326.044627074162,susds_susdc
2025-10-01,ethereum,sUSDC,128,346934.2467054584,susds_susdc
2025-10-01,ethereum,sUSDC,186,24.846869520973403,susds_susdc
2025-10-01,ethereum,sUSDC,188,16943.148602180314,susds_susdc
2025-10-01,ethereum,sUSDC,190,0.0056227573806462,susds_susdc
2025-10-01,ethereum,sUSDC,194,3.320503428567542,susds_susdc
2025-10-01,ethereum,sUSDC,195,3175.459194952093,susds_susdc
2025-10-01,ethereum,sUSDC,1017,17.69246135690721,susds_susdc
2025-10-01,ethereum,sUSDS,0,2371.2345111208306,susds_susdc
2025-10-01,ethereum,sUSDS,1,80360.67186223349,susds_susdc
2025-10-01,ethereum,sUSDS,99,686402.7446396749,susds_susdc
2025-10-01,ethereum,sUSDS,128,165998.85564800666,susds_susdc
2025-10-01,ethereum,sUSDS,183,17336.56273064542,susds_susdc
2025-10-01,ethereum,sUSDS,186,0.0194166628966083,susds_susdc
2025-10-01,ethereum,sUSDS,303,0.0021675671540918,susds_susdc
2025-10-01,ethereum,sUSDS,1001,1426.5518565455518,susds_susdc
2025-10-01,ethereum,sUSDS,1002,4570.010424431706,susds_susdc
2025-10-01,ethereum,sUSDS,1003,38984.39323334339,susds_susdc
2025-10-01,ethereum,sUSDS,1004,991.661240871108,susds_susdc
2025-10-01,ethereum,sUSDS,1007,2441.8810718844834,susds_susdc
2025-10-01,ethereum,sUSDS,1015,1.5761920682917065e-05,susds_susdc
2025-10-01,ethereum,sUSDS,1017,0.0178827398118499,susds_susdc
2025-10-01,ethereum,sUSDS,13425,0.0001982040776828,susds_susdc
2025-10-01,ethereum,spETH,-999999,0.0,sp
2025-10-01,ethereum,spETH,128,0.0,sp
2025-10-01,ethereum,spUSDC,128,7607.236501967833,sp
2025-10-01,ethereum,spUSDC,131,0.0002120241540066,sp
2025-10-01,ethereum,spUSDC,198,0.0026807479919906,sp
2025-10-01,ethereum,spUSDT,128,6671.499850103086,sp
2025-10-01,ethereum,spUSDT,130,0.0009179100626074,sp
2025-10-01,ethereum,spUSDT,198,0.0541268686270633,sp
2025-10-01,ethereum,stUSDS,-999999,18189.70775590551,stusds
2025-10-01,ethereum,stUSDS,0,36.67546250137465,stusds
2025-10-01,ethereum,stUSDS,1,5515.8562641504695,stusds
2025-10-01,ethereum,stUSDS,197,16159.545842414656,stusds
2025-10-01,optimism,sUSDC,127,8.773244811115646,susds_susdc
2025-10-01,optimism,sUSDC,128,26772.80621772226,susds_susdc
2025-10-01,optimism,sUSDC,194,0.0333943025063023,susds_susdc
2025-10-01,optimism,sUSDS,1,20.76315665695657,psm3
2025-10-01,optimism,sUSDS,99,24873.74722619666,psm3
2025-10-01,optimism,sUSDS,128,1.2050165971087132,psm3
2025-10-01,optimism,sUSDS,10000,4.100808860508247e-05,psm3
2025-10-01,optimism,sUSDS,10001,26781.612856835785,psm3
2025-10-01,unichain,sUSDC,0,2.5014665343124112e-11,susds_susdc
2025-10-01,unichain,sUSDC,127,1503.1773176831705,susds_susdc
2025-10-01,unichain,sUSDC,128,11286.596860513951,susds_susdc
2025-10-01,unichain,sUSDC,1017,0.0004616207762935,susds_susdc
2025-10-01,unichain,sUSDS,1,0.8635526814852011,psm3
2025-10-01,unichain,sUSDS,99,38883.34173526414,psm3
2025-10-01,unichain,sUSDS,128,0.3136505615956954,psm3
2025-10-01,unichain,sUSDS,10001,12789.774639817795,psm3
2025-11-01,arbitrum,sUSDC,0,1.549511896085086e-05,susds_susdc
2025-11-01,arbitrum,sUSDC,127,937.5983980097074,susds_susdc
2025-11-01,arbitrum,sUSDC,128,27086.315594139847,susds_susdc
2025-11-01,arbitrum,sUSDC,182,9.160606427141886e-06,susds_susdc
2025-11-01,arbitrum,sUSDC,190,0.0039697595590048,susds_susdc
2025-11-01,arbitrum,sUSDC,194,36.25934030392261,susds_susdc
2025-11-01,arbitrum,sUSDC,196,0.0159404839545157,susds_susdc
2025-11-01,arbitrum,sUSDC,1004,0.0052375472050755,susds_susdc
2025-11-01,arbitrum,sUSDC,1017,136.81492588095134,susds_susdc
2025-11-01,arbitrum,sUSDS,1,1140.0446825728968,psm3
2025-11-01,arbitrum,sUSDS,2,7.697001453209132e-15,psm3
2025-11-01,arbitrum,sUSDS,99,20535.77280862027,psm3
2025-11-01,arbitrum,sUSDS,128,962.3234551695072,psm3
2025-11-01,arbitrum,sUSDS,171,0.0003212019190659,psm3
2025-11-01,arbitrum,sUSDS,1004,1.114501036904873e-14,psm3
2025-11-01,arbitrum,sUSDS,3333,0.001608913511591,psm3
2025-11-01,arbitrum,sUSDS,10000,30.030826985399443,psm3
2025-11-01,arbitrum,sUSDS,10001,28197.013430780808,psm3
2025-11-01,avalanche_c,spUSDC,128,0.0,sp
2025-11-01,avalanche_c,spUSDC,131,0.0,sp
2025-11-01,avalanche_c,spUSDC,198,0.0,sp
2025-11-01,base,sUSDC,0,0.0331681663542231,susds_susdc
2025-11-01,base,sUSDC,127,63.119820037303406,susds_susdc
2025-11-01,base,sUSDC,128,3627.056506223521,susds_susdc
2025-11-01,base,sUSDC,182,0.0291395790293384,susds_susdc
2025-11-01,base,sUSDC,190,5.542158793712661e-05,susds_susdc
2025-11-01,base,sUSDC,194,0.989625375911902,susds_susdc
2025-11-01,base,sUSDC,1004,0.0101828547842162,susds_susdc
2025-11-01,base,sUSDC,1017,12.63157974839694,susds_susdc
2025-11-01,base,sUSDS,1,441.1515163690329,psm3
2025-11-01,base,sUSDS,2,1.0087071273587454e-18,psm3
2025-11-01,base,sUSDS,99,101984.42804891623,psm3
2025-11-01,base,sUSDS,128,1081.047060789458,psm3
2025-11-01,base,sUSDS,170,1.5767726078322937e-05,psm3
2025-11-01,base,sUSDS,171,0.002102962155476,psm3
2025-11-01,base,sUSDS,1004,1.7027285825439603e-15,psm3
2025-11-01,base,sUSDS,1015,7.413061674286424e-05,psm3
2025-11-01,base,sUSDS,1017,3.3694259356430223,psm3
2025-11-01,base,sUSDS,3333,0.9808339374021744,psm3
2025-11-01,base,sUSDS,9998,0.0017952852738089093,psm3
2025-11-01,base,sUSDS,10000,8.325463456432988,psm3
2025-11-01,base,sUSDS,10001,3703.8700774068698,psm3
2025-11-01,ethereum,USDS,4001,11499.795032775548,usds_ref4001
2025-11-01,ethereum,USDS,9001,16419.610367906324,usds_aave
2025-11-01,ethereum,USDS-CLE,-999999,2071.640113839355,farms
2025-11-01,ethereum,USDS-CLE,0,0.0004916811533117,farms
2025-11-01,ethereum,USDS-CLE,1,6485.803069235147,farms
2025-11-01,ethereum,USDS-CLE,128,5762.127213468559,farms
2025-11-01,ethereum,USDS-CLE,1001,237.06429642658549,farms
2025-11-01,ethereum,USDS-CLE,1002,0.9831521170084098,farms
2025-11-01,ethereum,USDS-SKY,-999999,9515.947785552704,farms
2025-11-01,ethereum,USDS-SKY,0,400.4046545030595,farms
2025-11-01,ethereum,USDS-SKY,1,28350.5732757563,farms
2025-11-01,ethereum,USDS-SKY,128,25541.549726128836,farms
2025-11-01,ethereum,USDS-SKY,1001,3485.196918295788,farms
2025-11-01,ethereum,USDS-SKY,1002,1.4789769091618157,farms
2025-11-01,ethereum,USDS-SKY,1007,1106.3916103555505,farms
2025-11-01,ethereum,USDS-SKY,13425,370.4027145914824,farms
2025-11-01,ethereum,USDS-SPK,-999999,1463.1243687486558,farms
2025-11-01,ethereum,USDS-SPK,0,0.0015192947637333,farms
2025-11-01,ethereum,USDS-SPK,1,26928.25479347305,farms
2025-11-01,ethereum,USDS-SPK,128,330450.4402741948,farms
2025-11-01,ethereum,USDS-SPK,1007,2745.3977955846995,farms
2025-11-01,ethereum,sUSDC,0,2227.299745614193,susds_susdc
2025-11-01,ethereum,sUSDC,127,938.3159004357155,susds_susdc
